No.    年度    開講区分    所属    科目名    成績入力担当    曜日・時限    時間割コード
244    2026    第2クォーター    教養教育院    中国語初級Ａ２    劉　燕子    火2    2U564
245    2026    第2クォーター    教養教育院    中国語初級Ａ２    段　飛虹    火2    2U565
246    2026    第2クォーター    教養教育院    中国語初級Ａ２    付 瑞    火2    2U566
247    2026    第2クォーター    教養教育院    中国語初級Ａ２    曾　麗紅    火2    2U567
248    2026    第2クォーター    教養教育院    中国語初級Ａ２    馮　時    火2    2U568
249    2026    第2クォーター    教養教育院    ロシア語初級Ａ２    中野　悠希    火2    2U642
250    2026    第2クォーター    教養教育院    微分積分２    河田　祥太郎    火2    2U759
251    2026    第2クォーター    教養教育院    微分積分２    メヒア　ディエゴ    火2    2U760
252    2026    第2クォーター    教養教育院    微分積分２    伊藤 健一    火2    2U761
253    2026    第2クォーター    教養教育院    微分積分入門２ Ｂ(学番下3桁：501-590)    影山 康夫    火2    2U771
254    2026    第2クォーター    教養教育院    微分積分入門２ Ｂ(学番下3桁：591-680)    太田 泰広    火2    2U772
255    2026    第2クォーター    教養教育院    微分積分入門２ Ｂ(学番下3桁：681-)    森田　健    火2    2U773
256    2026    第2クォーター    教養教育院    微分積分入門２ Ｅ(学番下3桁：001-090)    若生　将史    火2    2U774
257    2026    第2クォーター    教養教育院    微分積分入門２ Ｅ(学番下3桁：091-180)    藤 健太    火2    2U775
258    2026    第2クォーター    教養教育院    微分積分入門２ Ｅ(学番下3桁：181-)    ラスマン ウェイン    火2    2U776
259    2026    第2クォーター    教養教育院    微分積分入門２    吉岡 康太    火2    2U777
260    2026    第2クォーター    教養教育院    微分積分入門２    石井 克幸    火2    2U778
261    2026    第2クォーター    教養教育院    微分積分入門２    本田　あおい    火2    2U779
262    2026    第2クォーター    教養教育院    微分積分入門２    山添　隆志    火2    2U780
263    2026    第3クォーター    教養教育院    教育学Ｂ    近田　政博    火2    3U010
264    2026    第3クォーター    教養教育院    生物学Ａ    塚本　寿夫    火2    3U066
265    2026    第3クォーター    教養教育院    物理学Ａ    伊藤　真之    火2    3U076
266    2026    第3クォーター    教養教育院    化学Ｂ    大西 洋    火2    3U079
267    2026    第3クォーター    教養教育院    惑星学Ａ    はしもと　じょーじ    火2    3U081
268    2026    第3クォーター    教養教育院    情報学Ａ    寺田　努    火2    3U085
269    2026    第3クォーター    教養教育院    食と健康Ａ    榊原　啓之    火2    3U096
270    2026    第3クォーター    教養教育院    科学技術と社会Ａ    浅野 等    火2    3U119
271    2026    第3クォーター    教養教育院    科学技術と社会Ｃ    橘　伸也    火2    3U120
272    2026    第3クォーター    教養教育院    ドイツ語初級Ａ３    安田　麗    火2    3U404
273    2026    第3クォーター    教養教育院    ドイツ語初級Ａ３    田村　豪    火2    3U405
274    2026    第3クォーター    教養教育院    ドイツ語初級Ａ３    新川　匠郎    火2    3U406
275    2026    第3クォーター    教養教育院    ドイツ語初級Ｂ３    芹澤　円    火2    3U429
276    2026    第3クォーター    教養教育院    ドイツ語初級Ｂ３    永谷 益朗    火2    3U430
277    2026    第3クォーター    教養教育院    ドイツ語初級Ｂ３    ADEBAHR David    火2    3U431
278    2026    第3クォーター    教養教育院    第三外国語（ドイツ語）Ｔ３    新川　匠郎    火2    3U457
279    2026    第3クォーター    教養教育院    フランス語初級Ａ３    馬場　智也    火2    3U484
280    2026    第3クォーター    教養教育院    フランス語初級Ａ３    植村　実江    火2    3U485
281    2026    第3クォーター    教養教育院    フランス語初級Ｂ３    川上　紘史    火2    3U503
282    2026    第3クォーター    教養教育院    中国語初級Ａ３    馮　時    火2    3U560
283    2026    第3クォーター    教養教育院    中国語初級Ａ３    段　飛虹    火2    3U561
284    2026    第3クォーター    教養教育院    中国語初級Ａ３    付 瑞    火2    3U562
285    2026    第3クォーター    教養教育院    中国語初級Ａ３    哈斯高娃    火2    3U564
286    2026    第3クォーター    教養教育院    中国語初級Ａ３    易　星星    火2    3U565
287    2026    第3クォーター    教養教育院    中国語初級Ａ３    劉　燕子    火2    3U566
288    2026    第3クォーター    教養教育院    中国語初級Ａ３    陳　暁    火2    3U567
289    2026    第3クォーター    教養教育院    ロシア語初級Ａ３    髙田　映介    火2    3U642
290    2026    第3クォーター    教養教育院    健康・スポーツ科学実習１    石原　暢    火2    3U670
291    2026    第3クォーター    教養教育院    健康・スポーツ科学実習１    益冨 真子    火2    3U671
292    2026    第3クォーター    教養教育院    微分積分３    吉岡 康太    火2    3U768
293    2026    第3クォーター    教養教育院    微分積分３    河田　祥太郎    火2    3U769
294    2026    第3クォーター    教養教育院    微分積分３    森田　健    火2    3U770
