No.	年度	開講区分	所属	科目名	成績入力担当	曜日・時限	時間割コード
85	2026	第1クォーター	海洋政策科学部	抵抗推進工学-1（海洋応用科学領域）	石田　達朗	火5	1Z115
86	2026	第1クォーター	海洋政策科学部	抵抗推進工学-1（機関学領域）	石田　達朗	火5	1Z129
87	2026	第1クォーター	海洋政策科学部	操船学-1	世良 亘	火5	1Z142
88	2026	第2クォーター	海洋政策科学部	環境法概論	杉村　佳寿	火5	2Z070
89	2026	第2クォーター	海洋政策科学部	交通政策論-2	秋田 直也	火5	2Z092
90	2026	第2クォーター	海洋政策科学部	抵抗推進工学-2（海洋応用科学領域）	勝井　辰博	火5	2Z113
91	2026	第2クォーター	海洋政策科学部	抵抗推進工学-2 （機関学領域）	石田　達朗	火5	2Z126
92	2026	第2クォーター	海洋政策科学部	操船学-2	世良 亘	火5	2Z135
93	2026	第2クォーター	海洋政策科学部	環境法政策論	杉村　佳寿	火5	2Z165
94	2026	第3クォーター	海洋政策科学部	国際関係論-1(海洋ガバナンス領域)	山下　毅	火5	3Z039
95	2026	第3クォーター	海洋政策科学部	国際関係論-1（抽選登録用）	山下　毅	火5	3Z069
96	2026	第4クォーター	海洋政策科学部	国際関係論-2（海洋ガバナンス領域）	山下　毅	火5	4Z039
97	2026	第4クォーター	海洋政策科学部	国際関係論-2（抽選登録用）	山下　毅	火5	4Z069
