No.	年度	開講区分	所属	科目名	成績入力担当	曜日・時限	時間割コード
173	2026	第1クォーター	国際人間科学部	グローバルコミュニケーション基礎演習Ｃ	林 良子	木4	1HD96
174	2026	第1クォーター	国際人間科学部	身体表現論１	關　典子	木4	1HF14
175	2026	第1クォーター	国際人間科学部	社会教育課題研究（ジェンダー問題学習論）１	稲原　美苗	木4	1HF19
176	2026	第1クォーター	国際人間科学部	初等生徒指導論（進路指導を含む）１	川地　亜弥子	木4	1HH20
177	2026	第1クォーター	国際人間科学部	保育内容研究（健康Ⅰ）１	村瀬　瑠美	木4	1HH67
178	2026	第2クォーター	国際人間科学部	心理学観察法	坂本　美紀	木4	2H536
179	2026	第2クォーター	国際人間科学部	環大西洋文化論Ｂ	小澤　卓也	木4	2HD20
180	2026	第2クォーター	国際人間科学部	文化人類学２	今村　宏之	木4	2HD21
181	2026	第2クォーター	国際人間科学部	現代社会理論Ｂ	西澤 晃彦	木4	2HD25
182	2026	第2クォーター	国際人間科学部	視覚文化論Ｂ	礒谷　有亮	木4	2HD72
183	2026	第2クォーター	国際人間科学部	グローバル文化形成基礎演習Ｄ	谷川 真一	木4	2HD86
184	2026	第2クォーター	国際人間科学部	グローバル社会動態基礎演習Ｄ	大石　侑香	木4	2HD89
185	2026	第2クォーター	国際人間科学部	グローバル文化形成基礎演習Ｄ	土田　千愛	木4	2HD90
186	2026	第2クォーター	国際人間科学部	グローバルコミュニケーション基礎演習Ｄ	田中 順子	木4	2HD95
187	2026	第2クォーター	国際人間科学部	グローバルコミュニケーション基礎演習Ｄ	林 良子	木4	2HD96
188	2026	第2クォーター	国際人間科学部	身体表現論２	關　典子	木4	2HF14
189	2026	第2クォーター	国際人間科学部	社会教育課題研究（ジェンダー問題学習論）２	稲原　美苗	木4	2HF19
190	2026	第2クォーター	国際人間科学部	初等生徒指導論（進路指導を含む）２	川地　亜弥子	木4	2HH20
191	2026	第2クォーター	国際人間科学部	保育内容研究（健康Ⅰ）２	村瀬　瑠美	木4	2HH67
192	2026	後期	国際人間科学部	Test Preparation	Brad Colpitts	木4	3H064
193	2026	後期	国際人間科学部	数学科教育論Ｂ	牛瀧　文宏	木4	3H218
194	2026	後期	国際人間科学部	博物館経営論	加藤　義夫	木4	3H220
195	2026	後期	国際人間科学部	東アジア政治社会論	谷川 真一	木4	3H319
196	2026	後期	国際人間科学部	科学技術文明論	塚原 東吾	木4	3H352
197	2026	後期	国際人間科学部	近現代文化言説論	二宮　望	木4	3H369
198	2026	後期	国際人間科学部	近現代芸術理論	二宮　望	木4	3H370
199	2026	後期	国際人間科学部	異文化コミュニケーション論基礎演習Ⅰ	大石　侑香	木4	3H388
200	2026	後期	国際人間科学部	グローバル文化特別演習Ⅰ	土田　千愛	木4	3H444
201	2026	後期	国際人間科学部	心理学調査法（心理学研究法）	谷 冬彦	木4	3H514
202	2026	後期	国際人間科学部	環境地球科学Ｂ	黒澤　耕介	木4	3H605
203	2026	後期	国際人間科学部	保育内容研究（音楽表現）	峯　恭子	木4	3H751
204	2026	第3クォーター	国際人間科学部	特別支援教育入門（幼・小）	赤木　和重	木4	3H762
205	2026	第3クォーター	国際人間科学部	数学科教育論Ｂ１	牛瀧　文宏	木4	3HC18
206	2026	第3クォーター	国際人間科学部	東アジア政治社会論Ａ	谷川 真一	木4	3HD19
207	2026	第3クォーター	国際人間科学部	科学技術文明論１	塚原 東吾	木4	3HD52
